city,timestamp,aqi,co,no2,o3,so2,pm2_5,pm10,temperature,humidity,collection_status
Patna,2025-03-12 11:13:03,4,487.33,6.86,143.05,11.56,65.54,93.38,36.87,11,success
Delhi,2025-03-12 12:30:38,4,774.38,23.65,108.72,15.5,58.06,89.35,30.06,30,success
Mumbai,2025-03-12 12:30:42,5,647.54,19.71,108.72,21.22,78.09,108,33.03,43,success
Chennai,2025-03-12 12:30:44,2,554.09,24.68,21.28,21.94,17.02,22.74,29.74,79,success
Kolkata,2025-03-12 12:30:47,5,988.01,31.19,121.59,52.45,92.36,128.63,32.96,35,success
Bengaluru,2025-03-12 12:30:50,1,427.25,17.14,35.41,4.77,2.98,4.09,29.26,49,success
Ahmedabad,2025-03-12 12:30:52,3,370.5,7.8,118.73,5.25,26.39,45.28,37.04,15,success
Lucknow,2025-03-12 12:30:55,3,440.6,5.66,108.72,2.92,48.7,69.15,32.01,33,success
Hyderabad,2025-03-12 12:30:57,3,734.33,29.13,90.84,24.8,36.65,46.04,34.19,21,success
Jaipur,2025-03-12 12:31:00,3,417.23,10.2,105.86,7.87,33.49,56.99,33.6,18,success
Patna,2025-03-12 12:31:02,4,660.9,16.45,103,13.71,74.5,106.05,31.97,37,success
Delhi,2025-03-12 13:24:04,4,774.38,23.65,108.72,15.5,58.06,89.35,27.06,36,success
Mumbai,2025-03-12 13:24:07,5,707.63,22.62,100.14,22.41,82.19,112.33,32.03,45,success
Chennai,2025-03-12 13:24:10,2,554.09,24.68,21.28,21.94,17.02,22.74,29.1,83,success
Kolkata,2025-03-12 13:24:13,5,988.01,31.19,121.59,52.45,92.36,128.63,32.96,35,success
Bengaluru,2025-03-12 13:24:16,1,427.25,17.14,35.41,4.77,2.98,4.09,25.84,58,success
Ahmedabad,2025-03-12 13:24:19,3,370.5,7.8,118.73,5.25,26.39,45.28,36.04,17,success
Lucknow,2025-03-12 13:24:21,3,440.6,5.66,108.72,2.92,48.7,69.15,30.01,37,success
Hyderabad,2025-03-12 13:24:24,3,734.33,29.13,90.84,24.8,36.65,46.04,32.19,20,success
Jaipur,2025-03-12 13:24:27,3,417.23,10.2,105.86,7.87,33.49,56.99,32.6,19,success
Patna,2025-03-12 13:24:29,4,660.9,16.45,103,13.71,74.5,106.05,29.97,45,success
Delhi,2025-03-12 14:15:05,4,988.01,30.85,84.4,17.64,69.57,112.85,26.06,47,success
Mumbai,2025-03-12 14:15:22,5,834.47,23.99,100.14,26.94,92.34,128.84,31.03,45,success
Chennai,2025-03-12 14:16:12,2,667.57,30.85,11.44,25.27,21.67,28.75,28.86,83,success
Kolkata,2025-03-12 14:16:15,5,934.6,27.08,101.57,41.49,84.08,117.03,30.96,48,success
Bengaluru,2025-03-12 14:16:18,1,527.38,23.65,35.41,6.2,5.8,7.72,24.23,67,success
Ahmedabad,2025-03-12 14:16:20,3,407.22,10.03,98.71,5.54,27.12,45.96,33.04,22,success
Lucknow,2025-03-12 14:16:23,4,500.68,7.54,95.84,3.67,53.93,75.61,27.01,47,success
Hyderabad,2025-03-12 14:16:25,4,1068.12,43.87,65.09,37.19,52.18,64.89,31.19,30,success
Jaipur,2025-03-12 14:16:28,3,467.3,12.85,97.28,8.58,37.33,61.67,30.6,25,success
Patna,2025-03-12 14:16:33,5,867.84,23.65,75.1,14.42,88.54,126.49,29.97,45,success
Delhi,2025-03-12 15:17:03,4,1068.12,32.22,67.23,17.41,72.96,124.62,25.06,53,success
Mumbai,2025-03-12 15:17:06,5,974.66,25.36,105.86,30.52,103.58,148.35,31.03,48,success
Chennai,2025-03-12 15:17:08,3,834.47,38.39,3.67,34.81,29.57,38.22,28.58,85,success
Kolkata,2025-03-12 15:17:10,4,741.01,21.59,80.82,30.28,68.36,95.74,27.96,69,success
Bengaluru,2025-03-12 15:17:12,1,520.71,19.19,42.56,4.71,7.75,10.3,22.74,76,success
Ahmedabad,2025-03-12 15:17:15,3,427.25,10.11,87.98,5.84,28.11,47.24,32.04,25,success
Lucknow,2025-03-12 15:17:17,4,547.41,9.17,85.12,5.13,56.05,78.67,26.01,53,success
Hyderabad,2025-03-12 15:17:19,4,1161.58,43.53,59.37,40.53,61.57,76.99,30.19,28,success
Jaipur,2025-03-12 15:17:21,3,494,13.88,90.84,8.35,40.98,66.31,27.6,32,success
Patna,2025-03-12 15:17:24,5,1068.12,29.13,56.51,14.9,106.55,152.29,28.97,48,success
Delhi,2025-03-12 16:19:28,4,1121.52,32.9,54.36,17.64,74.42,131.79,25.06,57,success
Mumbai,2025-03-12 16:19:31,5,1361.85,36.33,95.84,40.05,128.58,186.05,31.03,45,success
Chennai,2025-03-12 16:19:33,3,1094.82,41.47,0.33,39.1,41.78,52.97,28.35,86,success
Kolkata,2025-03-12 16:19:36,4,560.76,16.28,59.37,22.41,51.35,73.91,26.97,78,success
Bengaluru,2025-03-12 16:19:38,1,520.71,17.14,40.05,3.67,8.6,12.28,22,82,success
Ahmedabad,2025-03-12 16:19:40,3,453.95,11.31,78.68,6.26,29.29,48.78,29.04,32,success
Lucknow,2025-03-12 16:19:43,4,574.11,10.54,75.82,7.45,55.76,78.84,24.01,60,success
Hyderabad,2025-03-12 16:19:45,4,1281.74,44.55,54.36,38.62,69.86,88.23,26.66,44,success
Jaipur,2025-03-12 16:19:48,3,580.79,16.45,80.11,9.66,46.31,71.76,25.6,38,success
Patna,2025-03-12 16:19:50,5,1241.68,33.59,46.49,17.88,122.8,176.44,27.97,54,success
Delhi,2025-03-12 17:13:51,5,1174.93,33.93,43.27,17.88,75.29,137.43,24.06,57,success
Mumbai,2025-03-12 17:13:53,5,2029.42,57.58,65.8,52.93,168.57,246.57,30.03,51,success
Chennai,2025-03-12 17:13:56,4,1495.36,41.13,0.01,37.19,61.95,77.76,27.98,87,success
Kolkata,2025-03-12 17:13:58,3,507.36,14.4,49.35,19.55,42.6,64.56,26.96,83,success
Bengaluru,2025-03-12 17:14:01,2,594.14,21.59,29.33,3.87,10.38,15.83,21.85,84,success
Ahmedabad,2025-03-12 17:14:03,3,487.33,13.02,68.67,6.68,30.62,50.69,28.04,34,success
Lucknow,2025-03-12 17:14:06,4,587.46,10.97,74.39,9.66,55.62,78.34,24.01,60,success
Hyderabad,2025-03-12 17:14:08,5,1455.31,50.04,45.06,38.62,78.81,99.77,28.19,39,success
Jaipur,2025-03-12 17:14:10,4,687.6,20.74,65.09,11.33,51.91,77.77,26.6,36,success
Patna,2025-03-12 17:14:13,5,1388.55,38.04,42.56,22.17,137.11,197.27,26.97,57,success
Delhi,2025-03-12 18:21:19,4,1081.47,32.22,38.27,15.74,69.79,125.99,24.06,60,success
Mumbai,2025-03-12 18:21:22,5,2590.18,82.25,36.48,61.99,204.34,296.2,29.03,54,success
Chennai,2025-03-12 18:21:25,5,1842.5,41.47,0,35.76,81.66,100.72,27.73,87,success
Kolkata,2025-03-12 18:21:28,3,453.95,12.68,50.78,17.88,38.42,58.46,26.96,78,success
Bengaluru,2025-03-12 18:21:30,2,654.22,26.05,21.28,3.79,11.56,17.85,21.28,87,success
Ahmedabad,2025-03-12 18:21:33,3,500.68,14.05,60.08,6.62,31.1,51.29,27.04,39,success
Lucknow,2025-03-12 18:21:36,4,580.79,9.77,85.12,10.97,57.45,78.52,25.01,50,success
Hyderabad,2025-03-12 18:21:38,5,1415.25,50.04,42.56,35.29,76.81,97.45,26.68,44,success
Jaipur,2025-03-12 18:21:41,4,700.95,22.62,54.36,10.49,52.9,78.87,25.6,36,success
Patna,2025-03-12 18:21:44,5,1468.66,41.47,37.91,24.56,147.55,210.15,24.97,65,success
Delhi,2025-03-12 19:12:27,4,961.3,30.5,31.83,13.71,64.53,110.19,24.06,60,success
Mumbai,2025-03-12 19:12:31,5,2616.88,94.59,19.49,58.65,204.84,297.05,30.03,51,success
Chennai,2025-03-12 19:12:34,5,1895.91,43.87,0,30.28,83.77,102.33,27.25,88,success
Kolkata,2025-03-12 19:12:36,3,413.9,10.97,54.36,15.5,37.1,54.46,26.96,78,success
Bengaluru,2025-03-12 19:12:39,2,667.57,26.39,16.99,3.04,11.69,18.07,21.11,88,success
Ahmedabad,2025-03-12 19:12:42,3,473.98,12.17,56.51,5.84,30.57,50.41,28.04,36,success
Lucknow,2025-03-12 19:12:45,4,554.09,7.45,101.57,11.21,59.72,78.45,25.01,50,success
Hyderabad,2025-03-12 19:12:47,4,1108.17,40.1,48.64,27.9,63.03,81.09,25.68,47,success
Jaipur,2025-03-12 19:12:50,4,674.25,22.96,44.7,8.94,51.96,77.35,26.6,34,success
Patna,2025-03-12 19:12:53,5,1495.36,41.81,33.98,25.27,151.97,212.7,23.97,69,success
Delhi,2025-03-12 20:16:36,4,1001.36,32.22,20.56,13.23,67.53,111.55,23.06,60,success
Mumbai,2025-03-12 20:16:39,5,2269.75,85,20.39,48.16,183.84,269.02,29.03,58,success
Chennai,2025-03-12 20:16:41,4,1695.63,42.84,0,23.37,73.73,89.03,26.82,89,success
Kolkata,2025-03-12 20:16:43,3,420.57,10.97,57.94,14.66,38.94,55.1,26.96,78,success
Bengaluru,2025-03-12 20:16:46,2,667.57,24.68,15.02,2.5,12.21,18.79,20.51,90,success
Ahmedabad,2025-03-12 20:16:48,3,427.25,9,57.22,5.07,30.07,49.44,28.04,30,success
Lucknow,2025-03-12 20:16:50,4,554.09,6.51,103,10.25,60.32,77.28,21.01,68,success
Hyderabad,2025-03-12 20:16:52,4,841.14,27.08,60.8,22.41,53.3,69.26,24.68,53,success
Jaipur,2025-03-12 20:16:55,4,694.28,24.68,34.69,9.06,53.26,78.89,24.6,41,success
Patna,2025-03-12 20:16:57,5,1495.36,39.76,28.97,24.32,150.76,209.06,22.97,78,success
Delhi,2025-03-12 21:14:18,4,1081.47,33.93,10.91,13.59,73.97,119.44,22.06,64,success
Mumbai,2025-03-12 21:14:21,5,1895.91,67.17,30.04,38.62,164.39,242.43,29.03,54,success
Chennai,2025-03-12 21:14:23,4,1441.96,38.73,0,18.12,61.37,72.71,26.66,89,success
Kolkata,2025-03-12 21:14:25,3,440.6,11.48,59.37,14.78,41.19,56.74,25.96,89,success
Bengaluru,2025-03-12 21:14:28,2,674.25,23.65,13.77,2.47,13.31,19.99,20.33,90,success
Ahmedabad,2025-03-12 21:14:30,3,393.87,6.86,57.94,4.29,29.03,47,27.04,29,success
Lucknow,2025-03-12 21:14:32,4,554.09,6.34,94.41,8.94,59.54,75.21,23.01,56,success
Hyderabad,2025-03-12 21:14:35,3,674.25,17.65,70.81,18.84,48.77,63.37,23.68,64,success
Jaipur,2025-03-12 21:14:37,4,714.3,26.05,27.9,10.13,54.73,81.63,23.6,43,success
Patna,2025-03-12 21:14:39,5,1455.31,37.01,22.89,20.74,144.77,200.03,21.26,32,success
Delhi,2025-03-12 22:14:32,5,1148.22,34.27,4.74,13.59,80.04,125.92,21.06,68,success
Mumbai,2025-03-12 22:14:34,5,1495.36,45.93,46.49,30.52,141.72,212.45,29.03,58,success
Chennai,2025-03-12 22:14:36,3,1148.22,32.56,0.01,13.83,46.3,54.28,26.32,90,success
Kolkata,2025-03-12 22:14:38,3,467.3,12.34,60.08,15.26,44.54,60.06,24.96,88,success
Bengaluru,2025-03-12 22:14:41,2,667.57,21.59,13.41,2.5,14.1,20.82,20.19,91,success
Ahmedabad,2025-03-12 22:14:43,3,373.84,5.44,62.23,3.55,27.41,42.32,24.04,46,success
Lucknow,2025-03-12 22:14:45,4,560.76,6.34,84.4,7.39,58.79,73.5,21.01,68,success
Hyderabad,2025-03-12 22:14:47,3,594.14,13.2,75.82,16.93,47.01,61.15,23.68,68,success
Jaipur,2025-03-12 22:14:49,4,720.98,26.73,24.68,11.92,55.69,83.99,23.6,46,success
Patna,2025-03-12 22:14:51,5,1401.9,32.9,14.31,12.64,136.76,187.72,21.97,83,success
Delhi,2025-03-12 23:14:42,5,1148.22,32.22,2.21,13.35,83.55,127.27,21.06,73,success
Mumbai,2025-03-12 23:14:44,5,1428.6,40.78,48.64,34.81,142.89,211.61,28.03,61,success
Chennai,2025-03-12 23:14:47,3,947.95,26.73,0.05,11.68,35.37,41.23,26.16,90,success
Kolkata,2025-03-12 23:14:50,4,514.03,13.37,59.37,16.21,50.27,66.11,24.96,88,success
Bengaluru,2025-03-12 23:14:52,2,640.87,19.36,12.7,2.62,14.76,20.98,20.18,91,success
Ahmedabad,2025-03-12 23:14:55,3,377.18,4.97,64.37,3.19,25.94,38.06,23.04,43,success
Lucknow,2025-03-12 23:14:57,4,567.44,6.68,73.67,5.96,58.43,72.66,19.01,77,success
Hyderabad,2025-03-12 23:15:00,3,547.41,11.48,75.1,15.02,45.99,60.17,24.6,32,success
Jaipur,2025-03-12 23:15:02,4,741.01,27.08,23.96,14.42,58.17,87.75,23.6,46,success
Patna,2025-03-12 23:15:05,5,1361.85,29.82,8.14,7.27,130.01,175.95,19.97,88,success
Delhi,2025-03-13 01:12:17,5,1335.14,27.76,0.14,15.74,95.53,146.34,19.06,88,success
Mumbai,2025-03-13 01:12:20,5,2830.51,82.25,6.53,74.39,244.69,335.8,28.03,54,success
Chennai,2025-03-13 01:12:23,3,867.84,23.65,0.18,13.35,31.22,36.1,25.98,92,success
Kolkata,2025-03-13 01:12:25,4,647.54,17.48,57.22,20.98,61.82,80.77,24.96,88,success
Bengaluru,2025-03-13 01:12:27,2,767.71,27.08,5.14,4.53,19.87,25.8,19.24,93,success
Ahmedabad,2025-03-13 01:12:30,2,393.87,7.2,51.5,2.77,21.78,32.48,22.04,43,success
Lucknow,2025-03-13 01:12:32,4,607.49,8.14,55.79,4.59,58.84,74.1,19.01,77,success
Hyderabad,2025-03-13 01:12:34,3,594.14,15.77,66.52,13.11,44.88,58.28,22.68,73,success
Jaipur,2025-03-13 01:12:37,4,974.66,35.99,19.49,25.03,71.71,105.72,23.6,50,success
Patna,2025-03-13 01:12:39,5,1348.5,26.05,2.08,4.35,124.49,163.89,20.97,94,success
Delhi,2025-03-13 02:54:02,5,2296.45,26.39,3.44,28.85,137.37,224.15,21.06,88,success
Mumbai,2025-03-13 02:54:05,5,6301.88,120.64,2.73,118.26,477.59,610.94,28.03,61,success
Chennai,2025-03-13 02:54:07,3,1228.33,26.39,3.22,23.13,44.31,58.78,28.68,83,success
Kolkata,2025-03-13 02:54:10,4,761.03,19.02,67.95,29.09,65.68,92.76,27.96,74,success
Bengaluru,2025-03-13 02:54:12,3,1335.14,40.44,12.16,7.75,32.47,42.11,23.78,81,success
Ahmedabad,2025-03-13 02:54:14,2,440.6,11.31,46.49,3.4,19.39,38.04,25.04,36,success
Lucknow,2025-03-13 02:54:17,4,680.92,9.17,52.93,5.96,61.6,82.55,22.01,68,success
Hyderabad,2025-03-13 02:54:19,3,814.44,23.31,49.35,15.5,38.5,53.49,27.19,54,success
Jaipur,2025-03-13 02:54:21,5,1508.71,42.84,21.64,34.33,96.55,138.84,24.6,47,success
Patna,2025-03-13 02:54:24,5,1562.12,21.42,19.67,7.21,136.83,188.44,23.97,64,success
Delhi,2025-03-13 03:26:25,5,2296.45,26.39,3.44,28.85,137.37,224.15,22.06,78,success
Mumbai,2025-03-13 03:26:27,5,6301.88,120.64,2.73,118.26,477.59,610.94,28.03,57,success
Chennai,2025-03-13 03:26:29,3,1228.33,26.39,3.22,23.13,44.31,58.78,29.55,77,success
Kolkata,2025-03-13 03:26:32,4,761.03,19.02,67.95,29.09,65.68,92.76,27.96,74,success
Bengaluru,2025-03-13 03:26:34,3,1335.14,40.44,12.16,7.75,32.47,42.11,24.85,72,success
Ahmedabad,2025-03-13 03:26:36,2,440.6,11.31,46.49,3.4,19.39,38.04,26.04,34,success
Lucknow,2025-03-13 03:26:39,4,680.92,9.17,52.93,5.96,61.6,82.55,24.01,60,success
Hyderabad,2025-03-13 03:26:41,3,814.44,23.31,49.35,15.5,38.5,53.49,27.19,54,success
Jaipur,2025-03-13 03:26:43,5,1508.71,42.84,21.64,34.33,96.55,138.84,25.6,44,success
Patna,2025-03-13 03:26:46,5,1562.12,21.42,19.67,7.21,136.83,188.44,24.97,61,success
Delhi,2025-03-13 04:18:44,5,2376.56,44.55,19.13,42.92,145.84,223.72,23.06,68,success
Mumbai,2025-03-13 04:18:46,5,6408.69,163.14,16.81,150.68,506.63,619.9,31.03,40,success
Chennai,2025-03-13 04:18:48,3,934.6,29.82,18.95,46.25,34.59,44.83,30.44,73,success
Kolkata,2025-03-13 04:18:51,4,720.98,16.79,97.28,33.38,65.92,91.43,29.96,62,success
Bengaluru,2025-03-13 04:18:53,3,961.3,33.59,57.94,20.03,31.48,36.33,26.68,57,success
Ahmedabad,2025-03-13 04:18:55,2,410.56,7.37,74.39,4.53,18.72,44.21,28.04,26,success
Lucknow,2025-03-13 04:18:57,4,680.92,7.71,75.1,7.09,64.08,85.6,25.01,57,success
Hyderabad,2025-03-13 04:19:00,3,647.54,15.59,78.68,15.26,33.12,46.19,28.68,51,success
Jaipur,2025-03-13 04:19:02,5,1321.79,33.93,57.94,32.9,90.96,137.56,26.6,41,success
Patna,2025-03-13 04:19:04,5,1375.2,20.91,75.82,12.4,136.38,182.2,26.97,50,success
Delhi,2025-03-13 05:15:11,5,2643.59,67.17,65.09,65.8,176.58,253.94,25.06,57,success
Mumbai,2025-03-13 05:15:14,5,6301.88,208.38,60.8,175.48,554.05,661.02,33.03,33,success
Chennai,2025-03-13 05:15:17,3,1014.71,42.84,41.49,63.9,44.18,55.09,31.48,71,success
Kolkata,2025-03-13 05:15:20,4,714.3,13.88,144.48,37.19,74.81,100.66,31.96,55,success
Bengaluru,2025-03-13 05:15:22,3,1188.28,46.61,103,26.94,41.23,46.02,28.7,46,success
Ahmedabad,2025-03-13 05:15:25,3,393.87,5.18,105.86,5.42,19.22,47.28,30.04,21,success
Lucknow,2025-03-13 05:15:28,4,694.28,6.26,107.29,7.57,72.51,95.09,27.01,50,success
Hyderabad,2025-03-13 05:15:30,3,594.14,12.51,113.01,17.41,34.89,47.93,30.68,45,success
Jaipur,2025-03-13 05:15:33,5,1335.14,29.47,95.84,30.99,100.45,149.14,30.26,18,success
Patna,2025-03-13 05:15:35,5,1348.5,14.74,154.5,15.02,160.45,205.46,28.97,42,success
Delhi,2025-03-13 06:21:05,5,2803.8,76.77,164.51,93.46,231.98,306.89,29.06,42,success
Mumbai,2025-03-13 06:21:08,5,5180.36,186.44,154.5,167.85,549.75,649.64,33.03,38,success
Chennai,2025-03-13 06:21:10,4,1188.28,57.58,92.98,86.78,68.33,80.3,33.06,66,success
Kolkata,2025-03-13 06:21:12,5,700.95,10.88,191.69,40.53,87.52,112.85,33.96,40,success
Bengaluru,2025-03-13 06:21:14,5,1201.63,41.13,183.11,27.9,55.09,59.84,29.54,39,success
Ahmedabad,2025-03-13 06:21:16,3,370.5,3.68,134.47,6.2,19.58,48.9,33.04,16,success
Lucknow,2025-03-13 06:21:18,5,694.28,4.37,140.19,7.57,83.02,105.3,29.01,42,success
Hyderabad,2025-03-13 06:21:21,4,574.11,11.31,148.77,19.79,39.29,52.87,32.68,45,success
Jaipur,2025-03-13 06:21:23,5,1228.33,21.25,161.65,26.7,114.5,161.66,30.6,33,success
Patna,2025-03-13 06:21:25,5,1375.2,8.4,223.16,17.41,192.74,237.17,29.97,39,success
Delhi,2025-03-13 07:14:24,5,974.66,22.62,171.66,46.73,88.52,125.72,30.06,39,success
Mumbai,2025-03-13 07:14:27,5,2723.69,101.45,251.77,183.11,398.84,468.25,34.03,40,success
Chennai,2025-03-13 07:14:30,4,700.95,24.33,158.79,64.85,54.03,60.56,33.87,64,success
Kolkata,2025-03-13 07:14:32,5,580.79,6.77,208.86,36.72,83.38,105.62,35.96,32,success
Bengaluru,2025-03-13 07:14:35,4,507.36,7.63,171.66,8.94,28.27,31.39,30.47,32,success
Ahmedabad,2025-03-13 07:14:38,3,273.71,1.36,114.44,3.67,13.95,33.32,35.04,12,success
Lucknow,2025-03-13 07:14:40,3,410.56,1.37,131.61,2.86,43.03,62.73,31.01,37,success
Hyderabad,2025-03-13 07:14:43,3,423.91,6.26,135.9,9.54,34.64,43.58,35.68,28,success
Jaipur,2025-03-13 07:14:45,3,410.56,3.04,127.32,6.62,43.68,79.97,31.6,31,success
Patna,2025-03-13 07:14:48,5,821.11,3.9,214.58,22.41,125.92,153.95,31.97,35,success
Delhi,2025-03-13 08:20:22,4,614.17,9.94,160.22,23.84,62.51,95.71,31.06,33,success
Mumbai,2025-03-13 08:20:24,5,1495.36,40.78,326.16,127.79,286.98,341.91,34.03,33,success
Chennai,2025-03-13 08:20:27,5,527.38,10.63,197.41,44.82,53.5,59.29,33.26,65,success
Kolkata,2025-03-13 08:20:29,5,527.38,5.83,211.72,33.85,78.09,99.53,36.96,26,success
Bengaluru,2025-03-13 08:20:32,4,357.15,3.64,147.34,4.29,17.01,19.71,32.72,23,success
Ahmedabad,2025-03-13 08:20:34,3,260.35,0.92,104.43,1.7,11.32,24.67,36.04,12,success
Lucknow,2025-03-13 08:20:37,3,360.49,1.02,123.02,2,37.59,58.98,32.01,33,success
Hyderabad,2025-03-13 08:20:39,3,423.91,7.28,137.33,10.25,37.71,46.19,35.19,24,success
Jaipur,2025-03-13 08:20:42,3,330.45,2.08,118.73,4.41,30.7,60.4,33.6,26,success
Patna,2025-03-13 08:20:44,5,607.49,2.83,194.55,19.79,93.21,114.22,32.97,27,success
Delhi,2025-03-13 09:16:24,4,494,7.71,140.19,15.5,46.94,78.58,32.06,29,success
Mumbai,2025-03-13 09:16:26,5,934.6,20.56,314.71,75.34,199.62,245.61,33.03,43,success
Chennai,2025-03-13 09:16:28,5,473.98,8.14,191.69,31.47,43.56,49.67,33.12,67,success
Kolkata,2025-03-13 09:16:30,5,494,6.17,208.86,31.95,72.34,93.72,37.96,20,success
Bengaluru,2025-03-13 09:16:33,3,337.12,3.81,135.9,3.7,13.18,15.67,33.46,22,success
Ahmedabad,2025-03-13 09:16:35,3,260.35,0.85,101.57,1.25,10.63,22.49,36.04,16,success
Lucknow,2025-03-13 09:16:37,3,353.81,1.09,120.16,2.21,37.02,58.24,33.01,31,success
Hyderabad,2025-03-13 09:16:39,4,460.63,9.77,141.62,13.59,40.39,49.03,37.19,20,success
Jaipur,2025-03-13 09:16:42,3,303.75,2.12,114.44,4.77,23.82,49.24,33.6,24,success
Patna,2025-03-13 09:16:44,5,527.38,2.68,185.97,16.69,79.37,97.62,33.97,27,success
Delhi,2025-03-13 10:16:50,4,560.76,11.65,153.07,25.75,49.24,84.32,32.06,29,success
Mumbai,2025-03-13 10:16:53,5,594.14,10.71,158.79,21.46,85.78,113.38,32.03,51,success
Chennai,2025-03-13 10:16:55,4,480.65,11.48,143.05,29.56,29.6,35.01,32.39,70,success
Kolkata,2025-03-13 10:16:58,5,687.6,14.05,243.19,55.31,104.95,133.23,36.96,22,success
Bengaluru,2025-03-13 10:17:00,3,337.12,3.86,127.32,3.43,9.83,11.83,33.92,23,success
Ahmedabad,2025-03-13 10:17:03,3,257.02,1.16,103,1.59,11.77,27.46,37.01,13,success
Lucknow,2025-03-13 10:17:05,3,427.25,2.68,118.73,3.07,36.13,48.52,32.01,35,success
Hyderabad,2025-03-13 10:17:07,5,540.73,10.37,197.41,20.03,50.27,59.15,37.19,20,success
Jaipur,2025-03-13 10:17:10,3,320.44,2.29,110.15,3.82,29.22,58.64,33.6,26,success
Patna,2025-03-13 10:17:12,4,460.63,3.68,158.79,11.56,60.87,80.44,33.97,29,success
Delhi,2025-03-13 11:13:04,4,821.11,23.99,157.36,39.1,67.97,111.31,31.06,33,success
Mumbai,2025-03-13 11:13:06,5,600.82,11.31,153.07,21.7,85.54,111.26,31,62,success
Chennai,2025-03-13 11:13:09,2,514.03,16.28,83.69,29.09,16.81,22.28,31.23,72,success
Kolkata,2025-03-13 11:13:12,5,807.76,21.42,223.16,60.08,109.97,141.73,36.96,23,success
Bengaluru,2025-03-13 11:13:15,3,353.81,5.31,123.02,3.82,8.85,10.66,33.18,22,success
Ahmedabad,2025-03-13 11:13:17,3,263.69,1.78,103,1.77,12.37,29.39,37.04,13,success
Lucknow,2025-03-13 11:13:20,4,520.71,4.71,120.16,4.71,55.11,69.82,32.01,35,success
Hyderabad,2025-03-13 11:13:22,5,580.79,14.4,197.41,22.89,53.33,62.49,36.19,23,success
Jaipur,2025-03-13 11:13:25,3,317.1,2.87,108.72,4.35,27.49,55.68,34.6,23,success
Patna,2025-03-13 11:13:28,4,473.98,6.34,141.62,11.44,55.5,76.14,32.97,33,success
Delhi,2025-03-13 12:30:46,5,1415.25,50.72,111.58,49.11,99.39,168.55,30.06,37,success
Mumbai,2025-03-13 12:30:49,5,614.17,14.05,151.63,23.84,87.72,114.27,31.03,62,success
Chennai,2025-03-13 12:30:51,2,574.11,26.73,12.88,23.84,11.54,16.8,29.88,78,success
Kolkata,2025-03-13 12:30:53,4,801.09,26.39,98.71,41.96,69.25,99.96,34.96,26,success
Bengaluru,2025-03-13 12:30:56,3,377.18,8.14,107.29,4.47,7.46,9.17,31.75,26,success
Ahmedabad,2025-03-13 12:30:58,2,307.08,6.94,86.55,2.38,13.29,31,37.04,13,success
Lucknow,2025-03-13 12:31:01,4,614.17,9.17,87.26,5.25,60.95,81.11,31.01,35,success
Hyderabad,2025-03-13 12:31:03,4,867.84,36.33,141.62,32.9,58.62,69.96,36.68,21,success
Jaipur,2025-03-13 12:31:06,3,367.17,6.86,103,6.38,29.67,59.63,33.6,22,success
Patna,2025-03-13 12:31:08,4,660.9,15.77,111.58,14.66,72.23,96.4,31.97,35,success
Delhi,2025-03-13 13:24:04,5,1415.25,50.72,111.58,49.11,99.39,168.55,29.06,39,success
Mumbai,2025-03-13 13:24:06,5,660.9,17.14,151.63,26.23,90.62,118.46,29.03,74,success
Chennai,2025-03-13 13:24:09,2,574.11,26.73,12.88,23.84,11.54,16.8,29.04,81,success
Kolkata,2025-03-13 13:24:11,4,801.09,26.39,98.71,41.96,69.25,99.96,31.96,43,success
Bengaluru,2025-03-13 13:24:13,2,507.36,20.91,80.11,7.75,7.65,9.78,29.76,29,success
Ahmedabad,2025-03-13 13:24:16,2,307.08,6.94,86.55,2.38,13.29,31,36.04,15,success
Lucknow,2025-03-13 13:24:18,4,614.17,9.17,87.26,5.25,60.95,81.11,28.01,47,success
Hyderabad,2025-03-13 13:24:21,4,867.84,36.33,141.62,32.9,58.62,69.96,33.19,24,success
Jaipur,2025-03-13 13:24:23,3,367.17,6.86,103,6.38,29.67,59.63,29.6,32,success
Patna,2025-03-13 13:24:27,4,660.9,15.77,111.58,14.66,72.23,96.4,29.97,45,success
Delhi,2025-03-13 14:14:42,5,1602.17,52.78,71.53,41.96,105.87,195.98,28.06,42,success
Mumbai,2025-03-13 14:14:45,5,747.68,17.99,144.48,27.42,100.18,133.37,29.03,70,success
Chennai,2025-03-13 14:14:47,2,654.22,28.79,3.84,24.8,14.77,21.19,28.6,82,success
Kolkata,2025-03-13 14:14:50,4,774.38,25.36,58.65,33.85,57.55,88.93,30.96,66,success
Bengaluru,2025-03-13 14:14:52,2,654.22,32.56,60.8,12.64,10.25,13.45,29.29,35,success
Ahmedabad,2025-03-13 14:14:55,2,353.81,10.37,69.38,3.13,14.5,33.45,34.04,16,success
Lucknow,2025-03-13 14:14:57,4,720.98,13.54,59.37,5.72,65.68,90.86,28.01,47,success
Hyderabad,2025-03-13 14:14:59,4,1214.98,52.09,92.98,43.87,67.53,82.02,32.19,27,success
Jaipur,2025-03-13 14:15:03,3,423.91,9.94,94.41,7.39,33.78,66.73,27.6,36,success
Patna,2025-03-13 14:15:05,5,881.2,22.62,90.84,16.21,96.45,126.54,28.97,51,success
Delhi,2025-03-13 15:17:22,5,1548.77,47.98,47.21,32.9,101.68,202.73,26.06,47,success
