city,timestamp,aqi,co,no2,o3,so2,pm2_5,pm10,temperature,humidity,collection_status
Kolkata,2025-01-17 03:16:30,5,1976.01,38.73,43.99,24.8,282.16,354.27,16.96,82,success
Bengaluru,2025-01-17 03:16:32,4,774.38,29.82,75.82,10.49,58.13,67.33,17.34,88,success
Ahmedabad,2025-01-17 03:16:34,4,627.52,10.63,92.98,10.85,72.9,79.6,14.04,72,success
Lucknow,2025-01-17 03:16:37,5,761.03,16.79,33.26,23.37,108.47,119.86,13.62,59,success
Hyderabad,2025-01-17 03:16:39,5,1401.9,47.98,44.7,34.81,160.28,181.57,20.19,88,success
Jaipur,2025-01-17 03:16:42,5,1201.63,22.62,40.77,20.27,193.02,207.32,8.6,93,success
Patna,2025-01-17 03:16:44,5,1976.01,22.62,19.49,6.8,361.87,390.9,13.97,94,success
Delhi,2025-01-17 04:17:43,5,1335.14,29.47,56.51,18.84,182.41,211.99,11.06,93,success
Mumbai,2025-01-17 04:17:46,5,1548.77,50.72,36.48,66.76,96.17,122.67,27.03,50,success
Chennai,2025-01-17 04:17:48,4,440.6,7.37,121.59,6.97,72.69,94.73,26.96,75,success
Kolkata,2025-01-17 04:17:50,5,2136.23,39.41,57.22,32.42,314.45,397.79,18.96,72,success
Bengaluru,2025-01-17 04:17:53,4,867.84,31.19,75.1,12.28,67.95,78.08,17.75,87,success
Ahmedabad,2025-01-17 04:17:55,5,660.9,10.88,92.98,13.23,82.17,89.67,15.04,67,success
Lucknow,2025-01-17 04:17:57,5,787.74,13.88,40.05,23.84,119.86,132.55,16.32,53,success
Hyderabad,2025-01-17 04:18:00,5,1335.14,43.18,70.81,39.58,158.84,179.86,21.19,83,success
Jaipur,2025-01-17 04:18:02,5,1201.63,18.68,50.07,21.94,200.31,216.04,9.6,87,success
Patna,2025-01-17 04:18:04,5,1842.5,19.19,41.84,9.66,335.13,360.92,14.97,88,success
Delhi,2025-01-17 05:13:40,5,1321.79,25.02,67.95,20.98,189.71,219.3,11.06,93,success
Mumbai,2025-01-17 05:13:42,5,1615.52,53.47,56.51,83.92,105.92,132.29,28.03,47,success
Chennai,2025-01-17 05:13:44,5,440.6,5.4,130.18,7.27,75.51,96.11,27.51,70,success
Kolkata,2025-01-17 05:13:47,5,2162.93,39.07,94.41,40.05,355.06,442.19,20.96,64,success
Bengaluru,2025-01-17 05:13:49,5,834.47,26.05,87.26,13.23,76.72,87.67,23.45,69,success
Ahmedabad,2025-01-17 05:13:51,5,667.57,9.43,100.14,15.5,92.03,100.05,16.04,67,success
Lucknow,2025-01-17 05:13:54,5,827.79,12.17,53.64,17.17,125.62,139.47,18.83,47,success
Hyderabad,2025-01-17 05:13:56,5,1268.39,38.04,92.98,44.35,159.31,180.1,24.19,64,success
Jaipur,2025-01-17 05:13:58,5,1094.82,14.05,72.96,20.03,193.41,208.73,11.6,82,success
Patna,2025-01-17 05:14:01,5,1762.39,17.14,67.23,11.09,322.96,348.05,15.97,82,success
Delhi,2025-01-17 06:19:32,5,1241.68,21.08,91.55,23.13,194.13,220.03,12.06,94,success
Mumbai,2025-01-17 06:19:34,5,1602.17,60.32,90.12,107.77,120.91,145.23,30.03,42,success
Chennai,2025-01-17 06:19:37,5,453.95,4.76,135.9,7.39,79,98.96,27.81,69,success
Kolkata,2025-01-17 06:19:39,5,2082.82,33.93,153.07,48.64,401.68,485.16,21.96,64,success
Bengaluru,2025-01-17 06:19:42,5,727.65,17.65,115.87,12.64,86.44,98.24,23.92,66,success
Ahmedabad,2025-01-17 06:19:44,5,660.9,8.31,114.44,17.88,101.1,109.13,18.04,59,success
Lucknow,2025-01-17 06:19:47,5,827.79,11.31,77.96,14.19,129.53,143.38,21,43,success
Hyderabad,2025-01-17 06:19:49,5,1174.93,32.22,120.16,46.73,157.88,177.91,25.68,65,success
Jaipur,2025-01-17 06:19:52,5,974.66,10.63,100.14,20.5,191.9,206.14,14.6,67,success
Patna,2025-01-17 06:19:54,5,1762.39,15.08,103,12.16,331.33,356.64,16.97,77,success
Delhi,2025-01-17 07:13:00,5,1068.12,16.11,125.89,25.99,173.86,192.41,12.06,94,success
Mumbai,2025-01-17 07:13:02,5,1762.39,72.66,127.32,123.98,151.36,179.1,31.03,37,success
Chennai,2025-01-17 07:13:05,5,480.65,4.54,141.62,7.51,84.11,102.72,27.82,68,success
Kolkata,2025-01-17 07:13:07,5,988.01,12.85,180.24,53.41,240.19,270.35,22.96,60,success
Bengaluru,2025-01-17 07:13:10,5,547.41,6.86,138.76,8.23,87.3,97.04,24.2,64,success
Ahmedabad,2025-01-17 07:13:12,5,620.84,7.97,134.47,22.41,102.95,110.23,19.04,59,success
Lucknow,2025-01-17 07:13:15,5,720.98,10.28,114.44,22.65,115.33,126.4,22.35,40,success
Hyderabad,2025-01-17 07:13:17,5,781.06,13.54,143.05,24.8,127.61,140.82,27.19,47,success
Jaipur,2025-01-17 07:13:19,5,620.84,4.54,134.47,12.64,101.46,112.13,15.6,59,success
Patna,2025-01-17 07:13:22,5,1321.79,8.4,148.77,13.23,247.44,264.59,18.97,68,success
Delhi,2025-01-17 08:17:54,5,974.66,13.02,144.48,24.32,160.57,176.64,14.06,82,success
Mumbai,2025-01-17 08:17:56,5,1976.01,75.4,150.2,113.49,177.8,215.88,32,33,success
Chennai,2025-01-17 08:17:58,5,500.68,4.58,144.48,7.63,85.28,103.71,27.95,67,success
Kolkata,2025-01-17 08:18:00,5,774.38,8.31,185.97,41.49,194.66,215.68,23.96,53,success
Bengaluru,2025-01-17 08:18:03,5,507.36,5.06,143.05,7.15,81.41,89.83,24.44,61,success
Ahmedabad,2025-01-17 08:18:05,5,587.46,7.97,144.48,25.27,99.98,106.84,20.04,56,success
Lucknow,2025-01-17 08:18:08,5,694.28,7.54,138.76,20.5,120.81,131.43,23.3,38,success
Hyderabad,2025-01-17 08:18:10,5,660.9,9.08,145.91,17.64,114.63,125.25,27.68,50,success
Jaipur,2025-01-17 08:18:12,5,534.06,3.73,140.19,9.78,76.43,87.39,15.62,67,success
Patna,2025-01-17 08:18:15,5,1174.93,5.31,170.23,11.21,218.81,233.28,19.97,60,success
Delhi,2025-01-17 09:14:38,5,907.9,11.82,154.5,21.94,153.57,168.89,15.06,77,success
Mumbai,2025-01-17 09:14:41,5,1615.52,57.58,144.48,73.43,138.87,183.42,33.03,31,success
Chennai,2025-01-17 09:14:43,5,507.36,4.71,145.91,7.63,83.94,102.48,27.91,68,success
Kolkata,2025-01-17 09:14:45,5,754.36,8.31,191.69,39.58,197.17,217.46,24.96,50,success
Bengaluru,2025-01-17 09:14:47,5,500.68,5.66,137.33,7.03,75.87,84.09,25.12,60,success
Ahmedabad,2025-01-17 09:14:49,5,560.76,8.05,150.2,26.23,94.72,101.22,21.04,52,success
Lucknow,2025-01-17 09:14:52,5,674.25,5.66,153.07,17.41,118.68,129.08,23.65,37,success
Hyderabad,2025-01-17 09:14:54,5,614.17,8.4,140.19,14.66,105.88,115.85,27.19,39,success
Jaipur,2025-01-17 09:14:56,4,507.36,3.94,141.62,9.18,70.39,81.87,16.6,63,success
Patna,2025-01-17 09:14:58,5,1068.12,4.71,173.09,10.01,186.76,199.46,20.97,56,success
Delhi,2025-01-17 10:14:51,5,934.6,16.62,138.76,21.46,116.64,136.16,15.06,77,success
Mumbai,2025-01-17 10:14:53,5,1255.04,36.67,185.97,51.98,137,180.69,33.03,29,success
Chennai,2025-01-17 10:14:56,5,487.33,4.88,141.62,8.46,95.85,118.37,28.01,67,success
Kolkata,2025-01-17 10:14:58,5,794.41,14.74,157.36,23.6,136.69,161.78,24.96,50,success
Bengaluru,2025-01-17 10:15:00,5,507.36,6.08,140.19,6.68,78.77,88.97,24.86,59,success
Ahmedabad,2025-01-17 10:15:02,4,554.09,7.97,145.91,22.17,69.58,74.57,22.04,53,success
Lucknow,2025-01-17 10:15:05,5,607.49,5.91,138.76,17.64,86.51,95.95,23.44,38,success
Hyderabad,2025-01-17 10:15:07,5,614.17,9.85,134.47,16.69,98.9,107.9,28.19,39,success
Jaipur,2025-01-17 10:15:09,5,674.25,10.54,130.18,10.37,77.18,85.87,19.73,29,success
Patna,2025-01-17 10:15:11,5,1014.71,8.14,134.47,9.42,164.71,178.34,20.97,52,success
Delhi,2025-01-17 11:12:46,5,1054.76,23.31,121.59,19.31,125.96,148.74,15.06,77,success
Mumbai,2025-01-17 11:12:49,5,921.25,25.36,155.93,28.61,97.7,131.12,31.03,45,success
Chennai,2025-01-17 11:12:51,5,494,6.94,134.47,9.06,96.95,120.58,27.47,71,success
Kolkata,2025-01-17 11:12:54,5,1068.12,29.47,124.45,25.03,155.06,197.82,24.96,47,success
Bengaluru,2025-01-17 11:12:57,4,534.06,9.25,131.61,7.39,73.51,82.77,24.88,58,success
Ahmedabad,2025-01-17 11:12:59,4,554.09,10.28,137.33,20.98,63.93,69,22.04,49,success
Lucknow,2025-01-17 11:13:02,5,627.52,7.11,117.3,9.66,83.81,95.47,22.45,42,success
Hyderabad,2025-01-17 11:13:04,5,620.84,12.51,123.02,16.93,95.66,104.46,27.19,41,success
Jaipur,2025-01-17 11:13:07,5,921.25,23.65,103,12.52,88.78,100.14,16.6,63,success
Patna,2025-01-17 11:13:09,5,1108.17,15.77,98.71,8.23,171.58,190.08,20.97,52,success
Delhi,2025-01-17 12:27:22,5,1174.93,32.9,98.71,18.36,129.48,155.05,13.06,88,success
Mumbai,2025-01-17 12:27:24,5,841.14,22.96,138.76,19.79,86.3,111.58,29.03,54,success
Chennai,2025-01-17 12:27:27,5,500.68,9.51,127.32,9.3,95.41,119.05,26.78,75,success
Kolkata,2025-01-17 12:27:29,5,1308.44,43.53,92.98,25.03,171.33,229.46,22.96,53,success
Bengaluru,2025-01-17 12:27:32,4,560.76,14.05,117.3,7.87,69.64,78.59,23.89,62,success
Ahmedabad,2025-01-17 12:27:34,4,560.76,13.71,123.02,19.79,59.12,64.72,22.04,53,success
Lucknow,2025-01-17 12:27:37,5,674.25,10.54,98.71,5.42,80.53,94.52,19.07,51,success
Hyderabad,2025-01-17 12:27:39,5,654.22,15.94,113.01,17.41,98.04,107.2,26.19,41,success
Jaipur,2025-01-17 12:27:42,5,1188.28,41.81,70.81,14.19,98.46,112.62,15.6,72,success
Patna,2025-01-17 12:27:44,5,1214.98,24.33,70.1,7.33,178.25,201.64,19.97,60,success
Delhi,2025-01-17 13:18:44,5,1228.33,37.01,80.82,16.69,130.51,159.81,11.06,87,success
Mumbai,2025-01-17 13:18:46,5,854.49,21.59,140.19,18.84,93.1,114.83,28.03,57,success
Chennai,2025-01-17 13:18:49,5,507.36,10.37,121.59,9.06,92.28,115.86,26.21,76,success
Kolkata,2025-01-17 13:18:51,5,1628.88,57.58,69.38,26.7,193.3,269.14,21.96,56,success
Bengaluru,2025-01-17 13:18:53,4,614.17,19.71,98.71,8.7,65.32,74.18,21.82,67,success
Ahmedabad,2025-01-17 13:18:55,4,580.79,14.91,111.58,16.45,56.3,62.67,21.04,60,success
Lucknow,2025-01-17 13:18:58,5,734.33,13.37,85.12,4.05,81.79,97.88,17.19,55,success
Hyderabad,2025-01-17 13:19:00,5,821.11,25.36,97.28,24.32,110.07,120.84,25.19,41,success
Jaipur,2025-01-17 13:19:02,5,1321.79,52.09,43.27,14.19,101.25,118.08,14.6,77,success
Patna,2025-01-17 13:19:04,5,1321.79,30.5,51.5,6.86,184.88,213.4,18.97,63,success
Delhi,2025-01-17 14:12:51,5,1228.33,35.99,72.96,14.54,131.52,165.23,11.06,87,success
Mumbai,2025-01-17 14:12:53,5,988.01,23.99,140.19,24.8,110.72,135.09,28.03,57,success
Chennai,2025-01-17 14:12:56,5,507.36,9.77,120.16,8.94,90.94,114.87,26.15,76,success
Kolkata,2025-01-17 14:12:58,5,2056.12,69.23,46.49,30.52,224.48,325.49,20.96,60,success
Bengaluru,2025-01-17 14:13:01,4,614.17,18.85,89.41,8.82,62,70.72,20.76,73,success
Ahmedabad,2025-01-17 14:13:03,4,594.14,13.88,104.43,12.4,55.45,63.17,20.04,64,success
Lucknow,2025-01-17 14:13:05,5,787.74,14.57,75.82,3.93,86.45,104.19,16.13,57,success
Hyderabad,2025-01-17 14:13:08,5,1028.06,33.24,85.83,32.42,128.03,141.28,24.19,43,success
Jaipur,2025-01-17 14:13:10,5,1361.85,50.72,28.97,12.88,102.75,121.91,12.6,82,success
Patna,2025-01-17 14:13:13,5,1375.2,30.5,45.78,7.03,188.42,219.72,17.97,72,success
Delhi,2025-01-17 15:14:08,5,1174.93,32.22,68.67,12.76,129.96,165.06,11.06,93,success
Mumbai,2025-01-17 15:14:10,5,1081.47,26.73,135.9,33.85,126.14,154.12,28.03,61,success
Chennai,2025-01-17 15:14:13,5,514.03,9,121.59,9.06,94.5,119.37,26,76,success
Kolkata,2025-01-17 15:14:15,5,2510.07,81.57,23.6,35.29,259.57,386.75,18.96,68,success
Bengaluru,2025-01-17 15:14:18,4,594.14,16.28,87.26,8.35,59.79,68.24,20.02,78,success
Ahmedabad,2025-01-17 15:14:20,4,587.46,12.85,101.57,11.09,55.02,63.96,20.04,64,success
Lucknow,2025-01-17 15:14:23,5,834.47,14.74,68.67,4.11,94.69,113.39,15.32,59,success
Hyderabad,2025-01-17 15:14:25,5,1134.87,33.93,81.54,34.81,139.38,154.31,23.19,49,success
Jaipur,2025-01-17 15:14:28,5,1361.85,48.67,21.1,11.09,104.92,125.25,11.6,87,success
Patna,2025-01-17 15:14:30,5,1335.14,26.73,48.64,7.27,183.66,214.5,17.97,72,success
Delhi,2025-01-17 16:16:47,5,1228.33,32.22,57.94,12.16,132.35,172.12,11.06,93,success
Mumbai,2025-01-17 16:16:49,5,1281.74,31.87,123.02,40.53,141.39,174.6,27.03,65,success
Chennai,2025-01-17 16:16:52,5,520.71,7.8,124.45,9.06,100.43,126.13,25.85,76,success
Kolkata,2025-01-17 16:16:54,5,3177.64,94.59,3.17,45.78,308.69,460.28,18.96,72,success
Bengaluru,2025-01-17 16:16:56,4,580.79,14.4,87.98,8.11,58.11,66.08,18.83,86,success
Ahmedabad,2025-01-17 16:16:58,4,567.44,11.14,104.43,10.85,53.73,63.07,20.04,64,success
Lucknow,2025-01-17 16:17:01,5,881.2,14.4,63.66,4.35,106.33,125.27,14.59,59,success
Hyderabad,2025-01-17 16:17:03,5,1295.09,38.04,73.67,34.33,151.8,168.69,22.19,56,success
Jaipur,2025-01-17 16:17:06,5,1308.44,41.81,19.13,9.18,104.37,124.29,11.6,87,success
Patna,2025-01-17 16:17:08,5,1268.39,22.62,52.21,7.03,174.59,202.86,17.97,72,success
Delhi,2025-01-17 17:12:17,5,1375.2,37.7,41.13,12.16,139.77,189.33,11.06,93,success
Mumbai,2025-01-17 17:12:20,5,1548.77,38.39,101.57,43.39,156.71,199.6,26.03,65,success
Chennai,2025-01-17 17:12:22,5,527.38,7.2,127.32,8.94,108.21,135.09,25.39,76,success
Kolkata,2025-01-17 17:12:24,5,3524.78,94.59,0.14,57.7,342.12,510.64,18.96,72,success
Bengaluru,2025-01-17 17:12:26,4,607.49,15.42,86.55,8.7,62.61,70.46,18.03,87,success
Ahmedabad,2025-01-17 17:12:29,4,540.73,9.43,108.72,10.25,51.68,60.63,19.04,68,success
Lucknow,2025-01-17 17:12:31,5,907.9,13.88,60.08,4.29,119.4,137.86,14.04,59,success
Hyderabad,2025-01-17 17:12:33,5,1508.71,44.55,61.51,33.38,165.88,184.79,21.19,64,success
Jaipur,2025-01-17 17:12:35,5,1214.98,35.64,19.49,7.75,103.03,121.91,11.6,87,success
Patna,2025-01-17 17:12:37,5,1228.33,20.91,49.35,6.62,167.91,195.49,14.97,88,success
Delhi,2025-01-17 18:18:43,5,1401.9,40.44,28.61,10.61,138.29,189.26,11.06,93,success
Mumbai,2025-01-17 18:18:46,5,1695.63,42.84,81.54,43.39,164.11,213.45,27.03,61,success
Chennai,2025-01-17 18:18:48,5,527.38,6.86,128.75,8.7,113.9,141.54,25.32,77,success
Kolkata,2025-01-17 18:18:50,5,3337.86,93.22,0.11,61.04,337.93,512.08,17.96,77,success
Bengaluru,2025-01-17 18:18:52,4,620.84,15.59,85.83,8.7,68.62,76.47,17.72,87,success
Ahmedabad,2025-01-17 18:18:54,4,527.38,8.4,113.01,10.49,51.57,59.58,19.04,68,success
Lucknow,2025-01-17 18:18:56,5,907.9,13.2,58.65,3.87,130.05,146.42,13.5,60,success
Hyderabad,2025-01-17 18:18:59,5,1522.06,45.24,53.64,28.85,167.95,186.67,19.68,77,success
Jaipur,2025-01-17 18:19:01,5,1081.47,30.16,23.96,5.78,101.51,118.03,11.6,87,success
Patna,2025-01-17 18:19:03,5,1188.28,19.19,47.21,6.32,157.75,182.74,13.97,88,success
Delhi,2025-01-17 19:11:58,5,1295.09,38.39,22.53,8.35,129.81,171.47,11.06,100,success
Mumbai,2025-01-17 19:12:00,5,1735.69,47.98,61.51,39.58,164.65,215.38,27.03,54,success
Chennai,2025-01-17 19:12:03,5,514.03,6.34,130.18,8.35,117.46,144.7,25.3,78,success
Kolkata,2025-01-17 19:12:05,5,2830.51,85.68,0.35,53.41,311.34,483.56,16.96,82,success
Bengaluru,2025-01-17 19:12:07,4,600.82,13.02,88.69,7.63,63.35,70.31,16.97,91,success
Ahmedabad,2025-01-17 19:12:10,4,514.03,7.37,115.87,11.09,54.52,61.13,19.04,68,success
Lucknow,2025-01-17 19:12:12,5,907.9,12.17,55.79,3.13,136.46,150.62,12.33,67,success
Hyderabad,2025-01-17 19:12:14,5,1348.5,40.1,52.93,23.84,159.82,176.61,19.68,82,success
Jaipur,2025-01-17 19:12:17,5,947.95,23.99,34.33,4.11,104.6,118.29,10.6,93,success
Patna,2025-01-17 19:12:19,5,1094.82,17.14,47.21,6.02,144.82,165.39,13.97,88,success
Delhi,2025-01-17 20:14:57,5,1188.28,32.9,21.1,6.86,124.97,157.77,11.06,100,success
Mumbai,2025-01-17 20:14:59,5,1922.61,53.47,42.56,36.24,172.98,224.71,27.03,47,success
Chennai,2025-01-17 20:15:01,5,494,4.71,133.04,7.75,118.3,145.19,25.2,77,success
Kolkata,2025-01-17 20:15:03,5,2510.07,74.71,1.1,39.1,294.63,463,16.96,82,success
Bengaluru,2025-01-17 20:15:06,3,554.09,8.82,95.84,5.9,44.35,49.29,16.65,92,success
Ahmedabad,2025-01-17 20:15:08,4,514.03,5.83,114.44,9.66,58.62,64.13,19.04,68,success
Lucknow,2025-01-17 20:15:10,5,907.9,11.48,49.35,2.38,140.98,154.1,11.69,70,success
Hyderabad,2025-01-17 20:15:12,5,1188.28,31.19,57.94,20.27,152.82,168.14,19.68,77,success
Jaipur,2025-01-17 20:15:15,5,881.2,18.17,47.21,3.31,114.72,126.7,9.6,93,success
Patna,2025-01-17 20:15:17,5,1028.06,15.25,47.92,5.78,134.94,152,14.97,82,success
Delhi,2025-01-17 21:12:29,5,1134.87,29.13,18.95,6.38,123.21,150.42,11.06,100,success
Mumbai,2025-01-17 21:12:31,5,2189.64,59.63,26.82,35.76,186.02,237.51,27.03,47,success
Chennai,2025-01-17 21:12:34,5,473.98,3.77,133.04,7.27,112.59,138.93,24.95,77,success
Kolkata,2025-01-17 21:12:36,5,2349.85,65.8,2.53,25.03,291.63,444.97,15.96,88,success
Bengaluru,2025-01-17 21:12:38,3,514.03,5.91,103,4.71,29.91,33.35,16.82,90,success
Ahmedabad,2025-01-17 21:12:40,4,514.03,4.93,110.15,8.35,62.62,67.5,18.04,68,success
Lucknow,2025-01-17 21:12:43,5,921.25,10.97,43.63,2.03,144.73,157.62,11.26,72,success
Hyderabad,2025-01-17 21:12:45,5,1041.41,23.31,62.94,17.17,147.68,162.32,18.68,82,success
Jaipur,2025-01-17 21:12:47,5,854.49,14.4,56.51,3.13,126.75,137.85,9.6,93,success
Patna,2025-01-17 21:12:49,5,988.01,13.88,48.64,5.84,131.25,145.87,15.97,77,success
Delhi,2025-01-17 22:12:54,5,1094.82,26.39,16.45,6.08,122.75,145.99,11.06,100,success
Mumbai,2025-01-17 22:12:56,5,2323.15,65.12,14.13,36.72,190.12,238.66,26.03,47,success
Chennai,2025-01-17 22:12:58,5,447.27,3.6,131.61,6.62,100.56,125.7,24.6,78,success
Kolkata,2025-01-17 22:13:01,5,2243.04,56.21,4.51,14.66,293.77,413.43,15.96,82,success
Bengaluru,2025-01-17 22:13:03,3,500.68,5.18,104.43,4.47,24.42,27.43,16.97,87,success
Ahmedabad,2025-01-17 22:13:06,4,520.71,4.58,107.29,7.87,65.74,70.34,18.04,68,success
Lucknow,2025-01-17 22:13:08,5,921.25,10.63,38.62,1.88,148.22,161.01,11.01,100,success
Hyderabad,2025-01-17 22:13:11,5,974.66,19.36,64.37,15.5,147.57,162.2,17.68,88,success
Jaipur,2025-01-17 22:13:13,5,854.49,12.68,61.51,3.13,136.58,147.37,8.6,100,success
Patna,2025-01-17 22:13:16,5,961.3,13.37,47.92,6.02,131.14,144.25,13.97,88,success
Delhi,2025-01-17 23:13:49,5,1081.47,24.33,14.66,6.14,122.49,141.98,11.06,93,success
Mumbai,2025-01-17 23:13:51,5,2269.75,65.12,7.06,38.15,183.2,226.02,26.03,47,success
Chennai,2025-01-17 23:13:53,5,420.57,3.6,127.32,5.96,88.25,111.78,24.11,79,success
Kolkata,2025-01-17 23:13:56,5,2216.34,48.67,4.34,10.73,299.6,381,14.96,88,success
Bengaluru,2025-01-17 23:13:58,3,500.68,5.83,100.14,5.13,29.14,32.86,16.97,87,success
Ahmedabad,2025-01-17 23:14:00,4,527.38,4.58,104.43,7.99,68.98,73.48,17.04,72,success
Lucknow,2025-01-17 23:14:03,5,921.25,10.28,35.05,2.06,152.2,165.04,11.01,100,success
Hyderabad,2025-01-17 23:14:05,5,988.01,19.02,61.51,15.26,151.66,166.59,18.68,88,success
Jaipur,2025-01-17 23:14:07,5,867.84,12,63.66,3.25,143.88,154.54,8.6,93,success
Patna,2025-01-17 23:14:10,5,947.95,13.02,48.64,6.32,132.95,145.13,12.97,94,success
Delhi,2025-01-18 01:04:17,5,1148.22,26.05,14.31,8.23,127.76,144.21,11.06,93,success
Mumbai,2025-01-18 01:04:19,5,1735.69,55.52,11.98,42.92,150.56,178.24,26.03,44,success
Chennai,2025-01-18 01:04:21,5,407.22,4.37,123.02,5.42,75.31,97.77,23.68,81,success
Kolkata,2025-01-18 01:04:23,5,1949.31,33.59,26.46,11.56,295.33,335.38,14.96,88,success
Bengaluru,2025-01-18 01:04:26,3,520.71,9.17,90.12,5.6,45.44,50.96,16.82,86,success
Ahmedabad,2025-01-18 01:04:28,4,540.73,5.57,97.28,8.82,72.21,76.78,17.04,67,success
Lucknow,2025-01-18 01:04:30,5,947.95,10.54,27.9,3.16,163.63,176.67,11.01,100,success
Hyderabad,2025-01-18 01:04:32,5,1241.68,30.5,44.35,19.07,170,186.79,18.68,88,success
Jaipur,2025-01-18 01:04:35,5,934.6,14.57,64.37,4.41,150.11,161.36,9.6,100,success
Patna,2025-01-18 01:04:37,5,907.9,12.34,51.5,8.23,136.33,147.75,12.97,94,success
Delhi,2025-01-18 02:37:00,5,1575.47,34.62,6.53,12.28,155.76,189.48,10.06,100,success
Mumbai,2025-01-18 02:37:02,5,2243.04,72.66,5.99,64.85,188.66,222.11,25.03,47,success
Chennai,2025-01-18 02:37:04,4,447.27,9.34,118.73,6.2,73.15,97.7,24.26,81,success
Kolkata,2025-01-18 02:37:06,5,1695.63,27.08,52.21,16.21,266.89,310.44,16.96,82,success
Bengaluru,2025-01-18 02:37:09,4,674.25,21.76,73.67,6.14,52.78,59.21,17.11,82,success
Ahmedabad,2025-01-18 02:37:11,4,574.11,10.37,85.12,11.8,73.95,79.89,16.04,72,success
Lucknow,2025-01-18 02:37:13,5,1054.76,10.71,23.25,6.44,186.07,203,11.01,100,success
Hyderabad,2025-01-18 02:37:15,5,1949.31,65.8,16.81,30.52,203.5,226.03,19.19,88,success
Jaipur,2025-01-18 02:37:18,5,1214.98,28.1,47.92,7.57,153.75,167.5,9.6,100,success
Patna,2025-01-18 02:37:20,5,934.6,12.85,47.21,10.13,136.81,150.78,12.97,94,success
Delhi,2025-01-18 03:14:30,5,1575.47,34.62,6.53,12.28,155.76,189.48,10.06,93,success
Mumbai,2025-01-18 03:14:33,5,2243.04,72.66,5.99,64.85,188.66,222.11,25.03,50,success
Chennai,2025-01-18 03:14:35,4,447.27,9.34,118.73,6.2,73.15,97.7,24.93,79,success
Kolkata,2025-01-18 03:14:38,5,1695.63,27.08,52.21,16.21,266.89,310.44,17.96,77,success
Bengaluru,2025-01-18 03:14:40,4,674.25,21.76,73.67,6.14,52.78,59.21,17.86,81,success
Ahmedabad,2025-01-18 03:14:43,4,574.11,10.37,85.12,11.8,73.95,79.89,16.04,72,success
Lucknow,2025-01-18 03:14:46,5,1054.76,10.71,23.25,6.44,186.07,203,11.01,100,success
Hyderabad,2025-01-18 03:14:48,5,1949.31,65.8,16.81,30.52,203.5,226.03,20.19,83,success
Jaipur,2025-01-18 03:14:51,5,1214.98,28.1,47.92,7.57,153.75,167.5,9.6,100,success
Patna,2025-01-18 03:14:53,5,934.6,12.85,47.21,10.13,136.81,150.78,13.97,94,success
Delhi,2025-01-18 04:16:09,5,1762.39,29.13,15.38,14.54,170.82,213.46,10.06,93,success
Mumbai,2025-01-18 04:16:11,5,2323.15,72.66,23.96,73.43,195.11,228.73,27.03,41,success
Chennai,2025-01-18 04:16:13,4,387.19,5.36,127.32,5.84,63.51,84.27,25.78,77,success
Kolkata,2025-01-18 04:16:16,5,1588.82,23.65,72.96,19.31,255.87,301.42,19.96,64,success
Bengaluru,2025-01-18 04:16:18,4,674.25,20.22,80.11,6.8,60.54,67.93,19.79,73,success
Ahmedabad,2025-01-18 04:16:20,4,574.11,10.8,82.25,13.47,73.76,80.22,17.04,72,success
Lucknow,2025-01-18 04:16:23,5,1094.82,8.57,33.98,10.61,204.32,223.5,11.01,100,success
Hyderabad,2025-01-18 04:16:25,5,1441.96,44.55,61.51,36.24,176.61,197.59,20.68,88,success
Jaipur,2025-01-18 04:16:27,5,1268.39,25.71,52.21,8.82,147.42,162.1,9.6,100,success
Patna,2025-01-18 04:16:30,5,961.3,11.14,51.5,10.25,139.41,154.83,14.97,82,success
Delhi,2025-01-18 05:12:37,5,1842.5,29.47,27.18,16.69,184.4,234.1,13.06,76,success
Mumbai,2025-01-18 05:12:39,5,2216.34,71.97,52.21,77.25,192.43,224.76,29.03,34,success
Chennai,2025-01-18 05:12:41,4,357.15,3.81,128.75,5.6,55.74,74.09,26.19,75,success
Kolkata,2025-01-18 05:12:43,5,1522.06,20.91,103,21.22,257.87,306.76,20.96,60,success
Bengaluru,2025-01-18 05:12:45,5,654.22,16.45,92.98,7.87,79.91,89.77,22.96,66,success
Ahmedabad,2025-01-18 05:12:48,4,567.44,9.68,85.12,15.02,73.65,80.39,20.04,60,success
Lucknow,2025-01-18 05:12:50,5,1121.52,7.8,53.64,12.4,220.31,240.29,12.01,100,success
Hyderabad,2025-01-18 05:12:52,5,1268.39,35.64,89.41,38.62,167.26,187.42,23.19,60,success
Jaipur,2025-01-18 05:12:54,5,1321.79,23.99,67.23,10.73,145.48,161.85,10.6,100,success
Patna,2025-01-18 05:12:57,5,961.3,9.94,66.52,10.37,145.27,161.66,17.97,72,success
Delhi,2025-01-18 06:18:02,5,1762.39,30.85,53.64,18.84,198.37,249.11,15.06,77,success
Mumbai,2025-01-18 06:18:04,5,1842.5,63.75,101.57,82.97,176.86,203.97,30.03,32,success
Chennai,2025-01-18 06:18:06,4,340.46,3,127.32,5.19,50.95,67.72,27.23,74,success
Kolkata,2025-01-18 06:18:08,5,1415.25,16.28,144.48,22.17,263.43,310,22.96,56,success
